nombre,op1,op,op2,time
IgnacioF,86,+,20,3.8252601624
IgnacioF,78,/,20,4.0574193001
IgnacioF,41,/,58,2.5169382095
IgnacioF,30,+,9,3.1213989258
IgnacioF,81,+,51,9.4986834526
IgnacioF,38,/,55,2.5401008129
IgnacioF,83,+,99,11.0257394314
IgnacioF,68,+,37,10.3897423744
IgnacioF,1,*,60,3.8583166599
IgnacioF,35,*,86,36.5939216614
IgnacioF,45,+,3,3.0780866146
IgnacioF,20,/,14,2.8343777657
IgnacioF,38,-,89,11.4373674393
IgnacioF,18,/,90,3.5975039005
IgnacioF,52,-,73,5.2615025043
IgnacioF,66,+,90,12.0656104088
IgnacioF,2,*,96,6.3601257801
IgnacioF,56,/,65,2.4309067726
IgnacioF,78,+,30,6.9859890938
IgnacioF,32,/,8,5.0442428589
IgnacioF,7,-,47,4.4811162949
IgnacioF,18,-,98,10.1564166546
IgnacioF,30,*,75,18.0155611038
IgnacioF,59,+,20,3.7490949631
IgnacioF,4,*,31,6.5374088287
IgnacioF,42,/,90,3.0323524475
IgnacioF,60,/,39,2.486541748
IgnacioF,5,*,5,3.0627408028
IgnacioF,48,*,69,56.8858067989
IgnacioF,41,-,27,8.8968300819
IgnacioF,5,/,23,3.0463867188
IgnacioF,74,+,30,3.7306933403
IgnacioF,36,*,38,56.162471056
IgnacioF,14,*,8,24.1240746975
IgnacioF,54,-,78,5.3236999512
IgnacioF,25,*,2,3.391074419
IgnacioF,6,/,23,5.3860967159
IgnacioF,79,/,1,4.1153829098
IgnacioF,1,/,3,2.7541341782
IgnacioF,33,+,10,3.0906772614
IgnacioF,98,+,23,18.4467926025
IgnacioF,96,*,74,14.400331974
IgnacioF,6,-,94,8.0896565914
IgnacioF,35,-,60,12.7124516964
IgnacioF,67,/,58,2.3967905045
IgnacioF,7,-,30,4.3295545578
IgnacioF,73,/,20,7.6305353642
IgnacioF,67,-,78,4.4775435925
IgnacioF,97,*,79,34.7969560623
IgnacioF,8,+,7,3.3811762333
IgnacioF,58,+,57,6.3204152584
IgnacioF,87,+,18,9.2227208614
IgnacioF,71,*,37,26.2141678333
IgnacioF,7,*,20,12.5199284554
IgnacioF,92,-,15,13.2950446606
IgnacioF,99,*,52,27.4950377941
IgnacioF,37,-,24,4.414993763
IgnacioF,72,/,13,4.7271845341
IgnacioF,80,*,67,38.7987596989
IgnacioF,3,*,88,9.919147253
IgnacioF,97,+,95,8.6020233631
IgnacioF,69,-,41,13.6109323502
IgnacioF,57,+,1,3.2119152546
IgnacioF,78,+,97,10.398938179
IgnacioF,52,-,15,7.1339063644
IgnacioF,34,+,75,4.6012732983
IgnacioF,30,/,82,2.1265077591
IgnacioF,48,-,29,4.9774165154
IgnacioF,25,/,81,2.570902586
IgnacioF,67,+,78,7.6768181324
IgnacioF,41,-,96,6.0090377331
IgnacioF,40,-,73,12.536403656
IgnacioF,27,*,2,14.2992818356
IgnacioF,38,-,3,4.0998768806
IgnacioF,62,/,4,6.3352832794
IgnacioF,77,/,4,14.4439766407
IgnacioF,85,-,4,3.0689389706
IgnacioF,44,-,8,4.0221486092
IgnacioF,18,*,52,25.1877307892
IgnacioF,23,/,93,2.4437434673
IgnacioF,31,*,46,16.6348147392
IgnacioF,98,/,31,3.8384664059
IgnacioF,51,-,58,3.9656772614
IgnacioF,23,-,59,9.6840257645
IgnacioF,11,-,54,5.1416144371
IgnacioF,4,-,89,5.1646316051
IgnacioF,64,-,15,11.3403103352
IgnacioF,9,+,72,8.4738354683
IgnacioF,74,/,30,2.373654604
IgnacioF,6,*,12,15.1816875935
IgnacioF,53,+,30,3.3574445248
IgnacioF,37,/,23,3.2110357285
IgnacioF,12,*,14,17.1034219265
IgnacioF,49,*,80,20.0049264431
IgnacioF,62,/,74,2.6509838104
IgnacioF,50,*,92,16.1709742546
IgnacioF,13,-,71,18.4194524288
IgnacioF,83,+,42,9.2038500309
IgnacioF,79,+,80,5.0632648468
IgnacioF,6,*,66,9.3219673634
IgnacioF,66,+,17,11.5681791306
IgnacioF,80,-,2,3.8674604893
IgnacioF,73,-,99,11.3665680885
IgnacioF,47,/,59,2.551006794
IgnacioF,78,*,45,70.9332690239
IgnacioF,75,*,31,18.0840826035
IgnacioF,73,-,72,2.904197216
IgnacioF,63,-,84,4.9150583744
IgnacioF,59,+,79,11.4638166428
IgnacioF,20,+,77,3.8079817295
IgnacioF,8,-,25,6.4489402771
IgnacioF,87,-,66,5.018509388
IgnacioF,61,*,60,15.9046926498
IgnacioF,55,+,77,23.0995590687
IgnacioF,77,/,95,4.1509931087
IgnacioF,34,/,2,13.8622555733
IgnacioF,67,/,98,5.882545948
IgnacioF,55,+,87,14.3485846519
IgnacioF,61,*,40,30.1396119595
IgnacioF,34,-,50,6.4805285931
IgnacioF,97,/,72,2.728410244
IgnacioF,93,/,22,30.4611413479
IgnacioF,17,*,94,32.7687673569
IgnacioF,26,/,11,3.8340022564
IgnacioF,60,/,54,3.459987402
IgnacioF,85,+,25,5.8460643291
IgnacioF,6,*,94,18.1789505482
IgnacioF,31,/,80,79.8669776917
IgnacioF,95,*,89,20.3569340706
IgnacioF,72,/,99,3.4087677002
IgnacioF,92,/,35,2.6744544506
IgnacioF,80,+,74,20.4405593872
IgnacioF,33,+,95,12.2399213314
IgnacioF,37,-,98,72.6834373474
IgnacioF,28,/,82,3.266346693
IgnacioF,28,*,28,69.6350061893
IgnacioF,26,+,64,15.7544267178
IgnacioF,42,/,69,11.6822779179
IgnacioF,79,+,33,7.6913607121
IgnacioF,52,*,42,36.2207443714
IgnacioF,97,+,48,12.5685601234
IgnacioF,93,*,47,35.5504834652
IgnacioF,65,-,4,4.3896369934
IgnacioF,5,*,47,21.1802687645
IgnacioF,49,-,6,5.2533447742
IgnacioF,71,+,50,13.4990479946
IgnacioF,24,+,69,9.3059999943
IgnacioF,85,+,93,17.8739550114
IgnacioF,21,-,56,22.8112654686
IgnacioF,17,/,91,3.1205170155
IgnacioF,31,-,4,13.1928298473
IgnacioF,52,+,16,8.934132576
IgnacioF,39,+,34,5.9409124851
IgnacioF,7,-,65,81.6308054924
IgnacioF,74,+,75,12.1230788231
IgnacioF,63,*,56,29.0635921955
IgnacioF,76,+,6,7.5178172588
IgnacioF,51,-,95,8.7736692429
IgnacioF,80,-,29,7.9970121384
IgnacioF,74,/,68,2.3490908146
IgnacioF,52,*,35,57.9907357693
IgnacioF,19,/,63,2.9491508007
IgnacioF,41,*,7,19.1024568081
IgnacioF,80,-,24,10.315567255
IgnacioF,45,/,91,3.633341074
IgnacioF,71,/,5,30.4112656116
IgnacioF,15,*,70,35.0567271709
IgnacioF,26,-,3,6.2339458466
IgnacioF,69,/,83,3.0475029945
IgnacioF,4,-,88,9.3264484406
IgnacioF,84,-,66,34.0088877678
IgnacioF,14,-,82,10.937797308
IgnacioF,35,+,81,9.5600452423
IgnacioF,31,+,20,4.4375982285
IgnacioF,30,+,91,4.7756938934
IgnacioF,61,-,15,18.4923682213
IgnacioF,90,*,72,20.4021966457
IgnacioF,87,+,83,10.0572447777
IgnacioF,88,-,67,45.7883210182
IgnacioF,29,*,49,16.3297979832
IgnacioF,72,*,19,19.1372587681
IgnacioF,14,/,40,3.5377526283
IgnacioF,9,/,72,5.9043958187
IgnacioF,49,-,38,5.9195070267
IgnacioF,78,+,32,5.7042992115
IgnacioF,56,-,36,5.3806493282
IgnacioF,70,+,42,5.2035171986
IgnacioF,31,+,1,4.1217439175
IgnacioF,8,+,18,5.8781599998
IgnacioF,70,/,92,2.4897568226
IgnacioF,97,*,30,16.2665002346
IgnacioF,96,+,62,8.4279801846
IgnacioF,95,+,3,3.924268961
IgnacioF,57,/,86,3.4283537865
IgnacioF,75,-,69,6.3847017288
IgnacioF,2,-,45,4.6026446819
IgnacioF,35,+,70,9.6711981297
IgnacioF,20,/,12,2.8122663498
IgnacioF,35,*,85,41.5689098835
IgnacioF,24,+,58,8.2221903801
IgnacioF,84,/,91,3.4056129456
IgnacioF,91,*,65,27.7282214165
IgnacioF,17,*,36,22.5220587254
IgnacioF,41,*,6,8.3791983128
IgnacioF,80,-,4,5.5389904976
IgnacioF,71,/,1,3.0764188766
IgnacioF,46,*,9,15.6302614212
IgnacioF,14,+,18,6.7837805748
IgnacioF,90,/,36,3.6711957455
IgnacioF,28,*,71,21.3264355659
IgnacioF,25,*,32,18.0632150173
IgnacioF,79,+,66,9.9694316387
IgnacioF,70,-,27,4.0027704239
IgnacioF,17,/,2,4.7435979843
IgnacioF,21,/,51,4.811814785
IgnacioF,98,*,4,14.4305853844
IgnacioF,31,+,69,8.5601582527
IgnacioF,30,+,85,6.2928519249
IgnacioF,53,-,7,5.4403128624
IgnacioF,83,-,15,7.5888049603
IgnacioF,62,*,8,8.4555444717
IgnacioF,41,/,99,3.431958437
IgnacioF,69,/,2,17.774312973
IgnacioF,92,+,54,11.4046149254
IgnacioF,33,/,63,2.954957962
IgnacioF,86,-,12,10.8365337849
IgnacioF,29,-,97,11.1572909355
IgnacioF,79,+,25,8.3641741276
IgnacioF,70,+,77,3.6212854385
IgnacioF,26,+,15,4.6102616787
IgnacioF,35,-,2,7.6919240952
IgnacioF,97,/,47,6.8035881519
IgnacioF,48,-,57,5.7689437866
IgnacioF,40,+,62,2.9893450737
IgnacioF,46,/,16,6.2234523296
IgnacioF,35,+,36,4.5894730091
IgnacioF,50,+,57,4.700510025
IgnacioF,93,*,11,33.5309348106
IgnacioF,77,+,78,9.0225219727
IgnacioF,55,-,37,6.9225652218
IgnacioF,55,*,52,24.6983966827
IgnacioF,86,*,30,15.482311964
IgnacioF,76,+,89,10.1074528694
IgnacioF,83,-,80,2.4573719501
IgnacioF,60,*,65,25.6079647541
IgnacioF,80,/,62,3.1236696243
IgnacioF,56,/,92,2.7998211384
IgnacioF,21,+,66,3.8020038605
IgnacioF,11,/,69,2.4544513226
IgnacioF,68,+,92,14.209056139
IgnacioF,29,-,95,12.3946766853
IgnacioF,82,/,20,2.821262598
IgnacioF,50,/,13,3.9677374363
IgnacioF,53,-,73,4.672770977
IgnacioF,68,+,18,7.1060364246
IgnacioF,1,*,38,3.3617255688
IgnacioF,54,+,42,7.6384670734
IgnacioF,45,+,72,11.0037312508
IgnacioF,79,*,68,17.9216220379
IgnacioF,81,-,29,17.1148467064
IgnacioF,74,/,2,9.7936584949
IgnacioF,57,-,51,3.0754816532
IgnacioF,30,*,51,13.5259108543
IgnacioF,85,+,1,4.2550048828
IgnacioF,95,-,80,4.3582706451
IgnacioF,42,+,95,8.4357812405
IgnacioF,37,*,63,36.5678396225
IgnacioF,83,-,27,16.4779677391
IgnacioF,30,+,88,6.9072310925
IgnacioF,68,+,5,11.9926593304
IgnacioF,25,+,72,11.317289114
IgnacioF,67,*,90,21.5657749176
IgnacioF,79,-,27,9.2770104408
IgnacioF,32,+,29,5.4485855103
IgnacioF,84,*,73,47.9284472466
IgnacioF,78,/,73,3.0000374317
IgnacioF,13,+,19,11.3210396767
IgnacioF,84,/,51,3.4639909267
IgnacioF,27,+,72,9.0074703693
IgnacioF,4,+,55,4.8317501545
IgnacioF,54,/,41,3.0932571888
IgnacioF,32,-,42,16.9137797356
IgnacioF,6,-,53,35.1776185036
IgnacioF,16,/,62,2.769780159
IgnacioF,55,+,1,3.4647829533
IgnacioF,57,*,26,29.6106369495
IgnacioF,84,+,94,6.8624179363
IgnacioF,31,-,92,11.6083943844
IgnacioF,37,+,29,5.2262897491
IgnacioF,55,+,97,6.0677473545
IgnacioF,97,/,67,2.4145312309
IgnacioF,76,+,7,5.0650131702
IgnacioF,60,+,20,4.1803982258
IgnacioF,58,*,75,48.312040329
IgnacioF,16,/,30,3.5835621357
IgnacioF,9,+,81,3.3793160915
IgnacioF,23,*,86,25.5505976677
IgnacioF,10,-,26,4.6184332371
FranLozano,57,/,16,27.6927547455
FranLozano,57,/,84,9.266315937
FranLozano,66,*,3,9.3548035622
FranLozano,7,-,2,3.0354030132
FranLozano,89,-,71,6.4745054245
FranLozano,17,/,3,8.2510612011
FranLozano,29,/,57,3.095770359
FranLozano,72,*,49,47.3669662476
FranLozano,67,-,73,16.6487646103
FranLozano,42,*,81,91.0339758396
FranLozano,76,/,57,17.5737967491
FranLozano,2,-,17,4.7024202347
FranLozano,51,*,59,106.0039937496
FranLozano,48,/,98,9.4177269936
FranLozano,77,*,38,66.4495606422
FranLozano,65,+,7,5.0441133976
FranLozano,30,-,15,3.2862913609
FranLozano,51,/,88,6.0251741409
FranLozano,87,-,43,19.6636552811
FranLozano,75,+,55,15.4820930958
FranLozano,81,*,74,34.164482832
FranLozano,9,/,29,4.3747596741
FranLozano,89,-,35,15.3688101768
FranLozano,87,/,58,11.3736257553
FranLozano,66,/,60,4.5336990356
FranLozano,73,-,71,4.669018507
FranLozano,23,*,88,29.9497897625
FranLozano,13,-,6,5.1335501671
FranLozano,97,+,62,8.5642385483
FranLozano,73,*,75,31.9005861282
FranLozano,10,/,89,3.2785584927
FranLozano,69,*,71,31.7256994247
FranLozano,5,*,2,3.7302834988
FranLozano,18,*,33,35.91035676
FranLozano,67,+,26,13.6935839653
FranLozano,63,-,28,9.2934486866
FranLozano,66,-,73,13.6299965382
FranLozano,45,/,52,3.2125029564
FranLozano,92,+,37,19.9901423454
FranLozano,63,*,63,40.3338494301
FranLozano,36,/,81,3.5007789135
FranLozano,91,-,12,8.6052868366
FranLozano,33,/,27,21.3253486156
FranLozano,49,+,83,29.3148753643
FranLozano,47,+,75,74.2466893196
FranLozano,22,-,63,41.4660542011
FranLozano,75,/,82,26.8753299713
FranLozano,85,-,3,33.8283333778
FranLozano,46,*,96,141.4787027836
FranLozano,49,-,98,114.4584140778
FranLozano,9,+,59,32.0754101276
FranLozano,65,/,80,24.5873653889
FranLozano,32,*,9,30.2290403843
FranLozano,71,*,70,57.2187664509
FranLozano,46,-,27,93.9847290516
FranLozano,30,-,63,94.9448328018
FranLozano,22,/,48,14.2168281078
FranLozano,93,-,7,22.4166662693
FranLozano,83,-,60,14.5753583908
FranLozano,9,-,18,38.6998343468
FranLozano,62,/,6,22.2403812408
FranLozano,93,*,4,44.0917794704
FranLozano,36,+,51,20.6015713215
FranLozano,34,*,61,21.4248533249
FranLozano,17,*,74,25.4479532242
FranLozano,67,/,76,34.2824292183
FranLozano,72,-,18,55.8646783829
FranLozano,4,/,2,11.6019628048
FranLozano,95,/,84,9.8800013065
FranLozano,93,*,95,32.7050583363
FranLozano,58,-,77,58.163736105
FranLozano,74,/,78,7.8474926949
FranLozano,68,-,32,16.6006965637
FranLozano,60,-,69,11.8900539875
FranLozano,74,+,81,14.8852772713
FranLozano,54,/,22,12.934166193
FranLozano,19,/,51,6.3519082069
FranLozano,6,+,18,18.7571964264
FranLozano,39,*,7,37.8747227192
FranLozano,58,+,38,10.0315673351
FranLozano,79,+,4,12.4253942966
FranLozano,65,-,41,19.0026087761
FranLozano,82,+,90,27.2212076187
FranLozano,48,/,27,23.7002055645
FranLozano,50,+,71,10.0709021091
FranLozano,11,+,17,3.9349558353
FranLozano,20,-,93,4.9451506138
FranLozano,64,/,37,5.5447590351
FranLozano,18,*,72,45.8121356964
FranLozano,85,*,3,6.9540290833
FranLozano,88,/,31,3.8847045898
FranLozano,15,-,15,1.6100308895
FranLozano,80,+,45,6.3575878143
FranLozano,66,/,27,5.9090433121
FranLozano,67,*,39,61.9989156723
FranLozano,56,+,90,5.1373648643
FranLozano,39,*,69,23.2460398674
FranLozano,77,/,64,2.0007100105
FranLozano,53,-,40,2.8091247082
FranLozano,50,-,12,4.5454723835
FranLozano,88,*,58,22.1265385151
FranLozano,96,-,19,5.2685070038
FranLozano,1,/,17,2.0967571735
FranLozano,86,/,49,2.7524294853
FranLozano,60,*,80,14.6239817142
Benito_Alvaro_Cifuentes,79,*,44,114.5809998512268
Benito_Alvaro_Cifuentes,73,*,52,72.02300024032593
Benito_Alvaro_Cifuentes,68,+,60,5.555000066757202
Benito_Alvaro_Cifuentes,36,-,31,3.4739999771118164
Benito_Alvaro_Cifuentes,63,/,73,4.075000286102295
Benito_Alvaro_Cifuentes,66,-,70,7.21399998664856
Benito_Alvaro_Cifuentes,67,*,35,128.80400013923645
Benito_Alvaro_Cifuentes,58,/,81,3.6559998989105225
Benito_Alvaro_Cifuentes,25,/,16,3.680999755859375
Benito_Alvaro_Cifuentes,83,-,91,7.809999942779541
Benito_Alvaro_Cifuentes,79,-,47,8.651999711990356
Benito_Alvaro_Cifuentes,11,+,32,4.058000087738037
Benito_Alvaro_Cifuentes,70,*,78,34.1470000743866
Benito_Alvaro_Cifuentes,68,-,15,5.492999792098999
Benito_Alvaro_Cifuentes,38,+,33,9.809000015258789
Benito_Alvaro_Cifuentes,25,/,20,3.4720001220703125
Benito_Alvaro_Cifuentes,49,+,38,7.111000061035156
Benito_Alvaro_Cifuentes,11,*,24,12.218000173568726
Benito_Alvaro_Cifuentes,60,+,95,6.884999990463257
Benito_Alvaro_Cifuentes,14,/,3,2.1659998893737793
Benito_Alvaro_Cifuentes,46,+,84,5.082000017166138
Benito_Alvaro_Cifuentes,70,*,62,14.700999975204468
Benito_Alvaro_Cifuentes,96,+,88,11.740999937057495
Benito_Alvaro_Cifuentes,31,/,97,2.8320000171661377
Benito_Alvaro_Cifuentes,12,*,80,8.818000316619873
Benito_Alvaro_Cifuentes,36,+,79,8.258999824523926
Benito_Alvaro_Cifuentes,82,*,51,14.223000049591064
Benito_Alvaro_Cifuentes,1,*,93,2.0970001220703125
Benito_Alvaro_Cifuentes,51,/,64,5.074000120162964
Benito_Alvaro_Cifuentes,2,+,0,4.072000026702881
Benito_Alvaro_Cifuentes,80,*,85,13.01800012588501
Benito_Alvaro_Cifuentes,84,-,97,6.818000078201294
Benito_Alvaro_Cifuentes,46,+,74,6.018999814987183
Benito_Alvaro_Cifuentes,10,*,15,2.878999948501587
Benito_Alvaro_Cifuentes,44,/,66,1.7110002040863037
Benito_Alvaro_Cifuentes,40,+,8,2.2779998779296875
Benito_Alvaro_Cifuentes,83,+,82,4.2170000076293945
Benito_Alvaro_Cifuentes,41,-,80,4.980000019073486
Benito_Alvaro_Cifuentes,73,-,23,2.807999849319458
Benito_Alvaro_Cifuentes,23,+,24,3.1440000534057617
Benito_Alvaro_Cifuentes,8,*,32,12.115000009536743
Benito_Alvaro_Cifuentes,85,/,21,2.6659998893737793
Benito_Alvaro_Cifuentes,56,+,32,3.5289998054504395
Benito_Alvaro_Cifuentes,49,/,23,2.0859999656677246
Benito_Alvaro_Cifuentes,8,*,26,15.252000093460083
Benito_Alvaro_Cifuentes,33,/,61,1.694000005722046
Benito_Alvaro_Cifuentes,47,/,53,1.7079999446868896
Benito_Alvaro_Cifuentes,38,*,24,67.22399997711182
Benito_Alvaro_Cifuentes,88,/,94,1.9950001239776611
Benito_Alvaro_Cifuentes,57,*,57,78.16400003433228
Benito_Alvaro_Cifuentes,23,-,88,7.911999940872192
Benito_Alvaro_Cifuentes,4,+,64,3.0799999237060547
Benito_Alvaro_Cifuentes,36,*,72,117.1159999370575
Benito_Alvaro_Cifuentes,25,+,42,4.065999984741211
Benito_Alvaro_Cifuentes,3,*,32,6.396999835968018
Benito_Alvaro_Cifuentes,4,+,96,2.6480000019073486
Benito_Alvaro_Cifuentes,89,-,41,8.363999843597412
Benito_Alvaro_Cifuentes,14,+,54,2.741999864578247
Benito_Alvaro_Cifuentes,64,*,46,82.6029999256134
Benito_Alvaro_Cifuentes,75,+,99,4.682999849319458
Benito_Alvaro_Cifuentes,1,/,57,1.7239999771118164
Benito_Alvaro_Cifuentes,72,+,87,8.572999954223633
Benito_Alvaro_Cifuentes,36,*,39,46.3439998626709
Benito_Alvaro_Cifuentes,79,*,78,88.75099992752075
Benito_Alvaro_Cifuentes,74,-,83,5.514999866485596
Benito_Alvaro_Cifuentes,92,*,14,23.76900005340576
Benito_Alvaro_Cifuentes,81,-,65,6.585999965667725
Benito_Alvaro_Cifuentes,99,-,81,2.937000036239624
Benito_Alvaro_Cifuentes,71,/,53,1.820000171661377
Benito_Alvaro_Cifuentes,96,+,47,6.32699990272522
Benito_Alvaro_Cifuentes,22,+,31,4.022000074386597
Benito_Alvaro_Cifuentes,4,-,77,5.110000133514404
Benito_Alvaro_Cifuentes,12,/,97,3.7160000801086426
Benito_Alvaro_Cifuentes,59,*,11,6.2829999923706055
Benito_Alvaro_Cifuentes,4,/,69,2.047999858856201
Benito_Alvaro_Cifuentes,38,*,32,121.70799994468689
Benito_Alvaro_Cifuentes,76,+,33,5.95799994468689
Benito_Alvaro_Cifuentes,77,*,13,38.96900010108948
Benito_Alvaro_Cifuentes,64,/,52,2.366000175476074
Benito_Alvaro_Cifuentes,80,-,54,3.75600004196167
Benito_Alvaro_Cifuentes,2,*,17,2.2890000343322754
Benito_Alvaro_Cifuentes,16,+,82,4.7139997482299805
Benito_Alvaro_Cifuentes,9,-,75,14.626000165939331
Benito_Alvaro_Cifuentes,99,/,4,16.252999782562256
Benito_Alvaro_Cifuentes,43,+,68,5.241999864578247
Benito_Alvaro_Cifuentes,93,+,37,5.460999965667725
Benito_Alvaro_Cifuentes,27,*,79,36.85900020599365
Benito_Alvaro_Cifuentes,25,*,57,29.75599980354309
Benito_Alvaro_Cifuentes,47,/,1,2.7039999961853027
Benito_Alvaro_Cifuentes,90,+,63,3.4900002479553223
Benito_Alvaro_Cifuentes,19,-,8,2.074000120162964
Benito_Alvaro_Cifuentes,12,/,93,1.9900002479553223
Benito_Alvaro_Cifuentes,25,+,87,5.074000120162964
Benito_Alvaro_Cifuentes,23,/,6,2.1670000553131104
Benito_Alvaro_Cifuentes,39,/,1,2.5129997730255127
Benito_Alvaro_Cifuentes,97,/,7,11.280999898910522
Benito_Alvaro_Cifuentes,97,+,56,17.74500036239624
Benito_Alvaro_Cifuentes,91,+,49,3.865999937057495
Benito_Alvaro_Cifuentes,36,+,46,3.059000253677368
Benito_Alvaro_Cifuentes,18,/,84,2.254000186920166
Benito_Alvaro_Cifuentes,36,-,70,9.722000122070312
Benito_Alvaro_Cifuentes,46,+,75,7.948999881744385
Benito_Alvaro_Cifuentes,89,*,19,53.19399976730347
Benito_Alvaro_Cifuentes,62,*,63,54.08800005912781
Benito_Alvaro_Cifuentes,12,*,23,9.452999830245972
Benito_Alvaro_Cifuentes,60,+,7,2.8440001010894775
Benito_Alvaro_Cifuentes,12,+,53,3.4179999828338623
Benito_Alvaro_Cifuentes,23,-,31,4.567000150680542
Benito_Alvaro_Cifuentes,14,+,54,3.1180002689361572
Benito_Alvaro_Cifuentes,67,+,32,4.775000095367432
Benito_Alvaro_Cifuentes,10,-,63,3.389000177383423
Benito_Alvaro_Cifuentes,4,-,45,3.86299991607666
Benito_Alvaro_Cifuentes,47,/,59,1.8329999446868896
Benito_Alvaro_Cifuentes,72,-,88,3.2980000972747803
Benito_Alvaro_Cifuentes,84,/,21,4.242999792098999
Benito_Alvaro_Cifuentes,29,-,98,7.658999681472778
Benito_Alvaro_Cifuentes,60,-,74,2.188999891281128
Benito_Alvaro_Cifuentes,78,-,60,2.3899998664855957
Benito_Alvaro_Cifuentes,12,/,89,1.7160000801086426
Benito_Alvaro_Cifuentes,50,+,89,6.32699990272522
Benito_Alvaro_Cifuentes,62,*,59,44.37399983406067
Benito_Alvaro_Cifuentes,43,-,89,15.26199984550476
Benito_Alvaro_Cifuentes,24,+,22,3.3970000743865967
Benito_Alvaro_Cifuentes,1,+,93,4.355000019073486
Benito_Alvaro_Cifuentes,49,-,24,2.8580002784729004
Benito_Alvaro_Cifuentes,18,/,4,2.0390000343322754
Benito_Alvaro_Cifuentes,82,+,40,2.613999843597412
Benito_Alvaro_Cifuentes,9,/,86,1.6430001258850098
Benito_Alvaro_Cifuentes,47,-,77,3.3459999561309814
Benito_Alvaro_Cifuentes,68,-,64,2.0829999446868896
Benito_Alvaro_Cifuentes,9,-,36,8.817000150680542
Benito_Alvaro_Cifuentes,88,+,26,6.192999839782715
Benito_Alvaro_Cifuentes,83,/,21,2.484999895095825
Benito_Alvaro_Cifuentes,21,-,72,9.996000289916992
Benito_Alvaro_Cifuentes,29,-,70,3.4119999408721924
Benito_Alvaro_Cifuentes,23,*,63,51.25200009346008
Benito_Alvaro_Cifuentes,33,*,63,53.37600016593933
Benito_Alvaro_Cifuentes,99,-,88,1.7730000019073486
Benito_Alvaro_Cifuentes,10,+,77,2.319000005722046
Benito_Alvaro_Cifuentes,29,*,79,58.63599991798401
Benito_Alvaro_Cifuentes,92,+,49,4.55400013923645
Benito_Alvaro_Cifuentes,98,/,16,4.118000030517578
Benito_Alvaro_Cifuentes,83,/,9,2.422999858856201
Benito_Alvaro_Cifuentes,31,+,63,4.128999948501587
Benito_Alvaro_Cifuentes,20,-,39,2.560999870300293
Benito_Alvaro_Cifuentes,67,*,51,24.221999883651733
Benito_Alvaro_Cifuentes,60,+,86,5.3429999351501465
Benito_Alvaro_Cifuentes,18,+,3,2.496999979019165
Benito_Alvaro_Cifuentes,96,+,55,4.947999715805054
Benito_Alvaro_Cifuentes,83,*,98,19.90499997138977
Benito_Alvaro_Cifuentes,18,+,49,7.310999870300293
Benito_Alvaro_Cifuentes,80,+,33,7.358999967575073
Benito_Alvaro_Cifuentes,90,*,5,2.0840001106262207
Benito_Alvaro_Cifuentes,33,+,82,4.388999938964844
Benito_Alvaro_Cifuentes,4,*,86,10.198000192642212
Benito_Alvaro_Cifuentes,11,/,36,1.6500000953674316
Benito_Alvaro_Cifuentes,74,-,75,2.4800000190734863
Benito_Alvaro_Cifuentes,74,*,61,26.361999988555908
Benito_Alvaro_Cifuentes,67,-,20,2.0889999866485596
Benito_Alvaro_Cifuentes,91,/,42,2.5250000953674316
Benito_Alvaro_Cifuentes,66,*,24,39.12999987602234
Benito_Alvaro_Cifuentes,96,+,72,4.2149999141693115
Benito_Alvaro_Cifuentes,43,-,29,7.534999847412109
Benito_Alvaro_Cifuentes,80,+,36,2.55400013923645
Benito_Alvaro_Cifuentes,80,+,64,3.0380001068115234
Benito_Alvaro_Cifuentes,54,-,97,12.181000232696533
Benito_Alvaro_Cifuentes,98,*,24,44.75399971008301
Benito_Alvaro_Cifuentes,17,+,51,6.42300009727478
Benito_Alvaro_Cifuentes,53,/,40,1.9489998817443848
Benito_Alvaro_Cifuentes,35,+,57,5.294000148773193
Benito_Alvaro_Cifuentes,9,/,19,1.5729999542236328
Benito_Alvaro_Cifuentes,16,*,71,32.70900011062622
Benito_Alvaro_Cifuentes,36,-,70,3.1500003337860107
Benito_Alvaro_Cifuentes,17,/,36,1.5289998054504395
Benito_Alvaro_Cifuentes,6,+,75,3.6070001125335693
Benito_Alvaro_Cifuentes,44,/,65,1.6390001773834229
Benito_Alvaro_Cifuentes,6,*,47,21.006999969482422
Benito_Alvaro_Cifuentes,87,/,31,2.6180002689361572
Benito_Alvaro_Cifuentes,31,*,13,12.198999881744385
Benito_Alvaro_Cifuentes,20,/,96,1.7829999923706055
Benito_Alvaro_Cifuentes,18,*,3,8.957000017166138
Benito_Alvaro_Cifuentes,77,-,94,7.639000177383423
Benito_Alvaro_Cifuentes,50,+,41,2.547999858856201
Benito_Alvaro_Cifuentes,84,*,35,36.3439998626709
Benito_Alvaro_Cifuentes,2,*,6,1.680999994277954
Benito_Alvaro_Cifuentes,63,-,33,2.7189998626708984
Benito_Alvaro_Cifuentes,33,/,6,1.885000228881836
Benito_Alvaro_Cifuentes,43,-,3,1.6899998188018799
Benito_Alvaro_Cifuentes,50,*,97,18.91200017929077
Benito_Alvaro_Cifuentes,31,+,83,9.940999984741211
Benito_Alvaro_Cifuentes,6,/,40,1.7649998664855957
Benito_Alvaro_Cifuentes,82,*,39,27.939000129699707
Benito_Alvaro_Cifuentes,51,-,4,2.3359999656677246
